method,seed,step,t,wallclock_s,W2,TV,TV_density,MMD,EMC,EJS,nonfinite_frac,m_clip_fraction,max_log_magnitude,mala_accept,pt_swap_accept,jump_count_mean,W2_10d
ULA,0,3200,16.0,2.3501312686130404,1.2737793226394765,0.9995283338253087,,1.0446015213219495,0.0029462572013218002,,0.0,,,,,,0.47073754201831397
ULA,1,3200,16.0,2.3501312686130404,1.2723344903586957,0.9995283338253087,,1.0443893483407505,0.0029462105068045474,,0.0,,,,,,0.4703954461469901
ULA,2,3200,16.0,2.3501312686130404,1.2760575878795668,0.9990283338253088,,1.0423911481566663,0.0060480979085748565,,0.0,,,,,,0.47178189663315806
ULA,3,3200,16.0,2.3501312686130404,1.274966341486823,0.9995283338253087,,1.0444175116208447,0.0029462491438754235,,0.0,,,,,,0.4713111435039095
ULA,4,3200,16.0,2.3501312686130404,1.2730931742857856,0.9995283338253087,,1.0453248940517674,0.002946233300036738,,0.0,,,,,,0.47050489727528516
ULA,0,4000,20.0,2.9479418518021703,1.2735924490649622,0.9995283338253086,,1.0424272385383289,0.0029462573685854476,,0.0,,,,,,0.4703719581633833
ULA,1,4000,20.0,2.9479418518021703,1.2713166808743486,0.9990283338253088,,1.0390477297012324,0.006047825018246522,,0.0,,,,,,0.4699850573280246
ULA,2,4000,20.0,2.9479418518021703,1.27187658270312,0.9985283338253086,,1.0382399874282002,0.008650152616446194,,0.0,,,,,,0.4701129711691164
ULA,3,4000,20.0,2.9479418518021703,1.270796919523751,0.9995283338253086,,1.038557524586027,0.0029457697623429535,,0.0,,,,,,0.47025678953507344
ULA,4,4000,20.0,2.9479418518021703,1.2761320107228429,0.9995283338253087,,1.0430482076125516,0.0029462491438754235,,0.0,,,,,,0.47190761816093973
ULA,0,4800,24.0,3.544911843724549,1.2745884290439187,0.9995283338253086,,1.0515525167869735,0.002946196557021663,,0.0,,,,,,0.4714908396273562
ULA,1,4800,24.0,3.544911843724549,1.2746845996130096,0.9985283338253086,,1.0402841855777538,0.00865017702928439,,0.0,,,,,,0.47147963478533284
ULA,2,4800,24.0,3.544911843724549,1.2719010316742427,0.9985283338253087,,1.0386327072447936,0.008650177033904582,,0.0,,,,,,0.4701980965911144
ULA,3,4800,24.0,3.544911843724549,1.2695367843641054,0.9995283338253087,,1.0413210632780254,0.002946105925992648,,0.0,,,,,,0.4696865818385835
ULA,4,4800,24.0,3.544911843724549,1.2741228852740019,0.9995283338253087,,1.0416671430271816,0.002946247743817354,,0.0,,,,,,0.471336206988161
ULA,0,5600,28.0,4.139316855929792,1.2724439076006349,0.9995283338253086,,1.0437760281589088,0.002946181348366994,,0.0,,,,,,0.4704641883687947
ULA,1,5600,28.0,4.139316855929792,1.27195463501739,0.9980283338253086,,1.0364664841721394,0.011063532266755605,,0.0,,,,,,0.4699550179846818
ULA,2,5600,28.0,4.139316855929792,1.2711181093415413,0.9985283338253086,,1.0394988415933781,0.008649874193696006,,0.0,,,,,,0.46975191239356057
ULA,3,5600,28.0,4.139316855929792,1.273919650081371,0.9995283338253087,,1.042151664186463,0.0029461463373380292,,0.0,,,,,,0.4713871885211527
ULA,4,5600,28.0,4.139316855929792,1.276246922070966,0.9995283338253087,,1.0445681326081335,0.002946233300036738,,0.0,,,,,,0.47215796480024086
ULA,0,6400,32.0,4.735315699130297,1.272473800674955,0.9995283338253086,,1.0367615861367958,0.0029462573685854476,,0.0,,,,,,0.47069024356463907
ULA,1,6400,32.0,4.735315699130297,1.2689113557708656,0.9980283338253086,,1.0417203723297976,0.011063381648403592,,0.0,,,,,,0.4687684680892842
ULA,2,6400,32.0,4.735315699130297,1.272813532306901,0.9985283338253086,,1.0437913965621908,0.008650024551730251,,0.0,,,,,,0.470081146935316
ULA,3,6400,32.0,4.735315699130297,1.273899332537142,0.9995283338253087,,1.0447399838340035,0.002946247743817354,,0.0,,,,,,0.47105270044769293
ULA,4,6400,32.0,4.735315699130297,1.2730110135168862,0.9995283338253087,,1.0472692204069907,0.0029462279436860417,,0.0,,,,,,0.4708607601799879
ULA,0,7200,36.0,5.336449794471264,1.2705109159286936,0.9995283338253087,,1.0439383321440967,0.002946105925992648,,0.0,,,,,,0.46974196737104745
ULA,1,7200,36.0,5.336449794471264,1.2733117644127556,0.9975283338253087,,1.0443001341990574,0.013354704555367025,,0.0,,,,,,0.47049270078315086
ULA,2,7200,36.0,5.336449794471264,1.2722399862843135,0.9985283338253086,,1.040562333809022,0.008650100319790188,,0.0,,,,,,0.47023825451641715
ULA,3,7200,36.0,5.336449794471264,1.2735749040764395,0.9995283338253087,,1.042759387859086,0.002946105925992648,,0.0,,,,,,0.4708402029912734
ULA,4,7200,36.0,5.336449794471264,1.2722836283228547,0.9995283338253086,,1.0487369091751955,0.002946181348366994,,0.0,,,,,,0.47034961252335517
ULA,0,8000,40.0,5.935538358986378,1.275182008135141,0.9995283338253087,,1.0489326870718567,0.0029461520989098045,,0.0,,,,,,0.47150500337218304
ULA,1,8000,40.0,5.935538358986378,1.2744585918353961,0.9975283338253086,,1.035665215983694,0.013354739912256997,,0.0,,,,,,0.4710897208031435
ULA,2,8000,40.0,5.935538358986378,1.2747414368167336,0.9985283338253086,,1.0417259287307241,0.008650168632516442,,0.0,,,,,,0.4712837564432102
ULA,3,8000,40.0,5.935538358986378,1.272167056771379,0.9995283338253087,,1.0388113402092407,0.0029459560878025703,,0.0,,,,,,0.47041693193212014
ULA,4,8000,40.0,5.935538358986378,1.275762807286539,0.9995283338253087,,1.0492332880932214,0.0029462572013218002,,0.0,,,,,,0.4714689247797858
ULA,0,8800,44.0,6.5360971027985215,1.2701234885281305,0.9990283338253088,,1.0390411959791632,0.006048015613993707,,0.0,,,,,,0.46938863693124794
ULA,1,8800,44.0,6.5360971027985215,1.2692068123731286,0.9975283338253086,,1.0385172362144104,0.013354567641104986,,0.0,,,,,,0.46920372530030624
ULA,2,8800,44.0,6.5360971027985215,1.2732013576716632,0.9985283338253087,,1.04381516864415,0.008650177033904582,,0.0,,,,,,0.4705442165904734
ULA,3,8800,44.0,6.5360971027985215,1.2708684781557475,0.9995283338253087,,1.0432371027941505,0.002946105925992648,,0.0,,,,,,0.46988281846003915
ULA,4,8800,44.0,6.5360971027985215,1.2716143042964232,0.9995283338253086,,1.0441400571074426,0.002946010462765214,,0.0,,,,,,0.4704747656685842
ULA,0,9600,48.0,7.1369917169213295,1.2717697537263821,0.9990283338253088,,1.033878749630868,0.006047569286854126,,0.0,,,,,,0.4701685013112764
ULA,1,9600,48.0,7.1369917169213295,1.272529167319556,0.9975283338253086,,1.0428190037195761,0.013354817312423162,,0.0,,,,,,0.470159909234508
ULA,2,9600,48.0,7.1369917169213295,1.2736308018002485,0.9985283338253086,,1.0413016654002218,0.008650152616446194,,0.0,,,,,,0.4707906361436427
ULA,3,9600,48.0,7.1369917169213295,1.2726592485804251,0.9995283338253087,,1.0434608446137497,0.0029462572013218002,,0.0,,,,,,0.47071786780984143
ULA,4,9600,48.0,7.1369917169213295,1.2749997014841425,0.9995283338253087,,1.0447429450878427,0.002946060515377269,,0.0,,,,,,0.4714800631142469
ULA,0,10400,52.0,7.736803021281958,1.2710587592040838,0.9990283338253086,,1.040477631822814,0.006047929619102499,,0.0,,,,,,0.46968086048037677
ULA,1,10400,52.0,7.736803021281958,1.2699526373136627,0.9975283338253086,,1.0392582994635235,0.013354567641104986,,0.0,,,,,,0.4694453249761833
ULA,2,10400,52.0,7.736803021281958,1.2703994415132434,0.9975283338253086,,1.0397249802552393,0.013354567641104986,,0.0,,,,,,0.4694582564625492
ULA,3,10400,52.0,7.736803021281958,1.2749159018640235,0.9995283338253087,,1.042940543700805,0.002946233300036738,,0.0,,,,,,0.4712905487495693
ULA,4,10400,52.0,7.736803021281958,1.2710081692428363,0.9995283338253087,,1.043335133598888,0.002945835491059423,,0.0,,,,,,0.4701301912894742
ULA,0,11200,56.0,8.332213373854756,1.2731240983305456,0.9990283338253088,,1.0409414857773156,0.006047825018246522,,0.0,,,,,,0.47062934853900706
ULA,1,11200,56.0,8.332213373854756,1.2684196405950596,0.9975283338253086,,1.0327687935091139,0.013354567641104986,,0.0,,,,,,0.4691919405525707
ULA,2,11200,56.0,8.332213373854756,1.2734145166278485,0.9970283338253088,,1.040742352556298,0.015554969208449787,,0.0,,,,,,0.4705891880184535
ULA,3,11200,56.0,8.332213373854756,1.2701679210379389,0.9995283338253087,,1.0375689355899598,0.0029461463373380292,,0.0,,,,,,0.4697342516226001
ULA,4,11200,56.0,8.332213373854756,1.2721057049125248,0.9995283338253087,,1.0432171480771202,0.002946233300036738,,0.0,,,,,,0.4703139254943738
ULA,0,12000,60.0,8.927899735979736,1.2729200620898002,0.9990283338253088,,1.0436497462816696,0.006047766521283471,,0.0,,,,,,0.4705068261552845
ULA,1,12000,60.0,8.927899735979736,1.272152811458895,0.9975283338253086,,1.0424148839118323,0.013354567641104986,,0.0,,,,,,0.46992281776674455
ULA,2,12000,60.0,8.927899735979736,1.2699681491176864,0.9970283338253088,,1.0371712950967824,0.015554988688058935,,0.0,,,,,,0.4694669701531023
ULA,3,12000,60.0,8.927899735979736,1.274117720394682,0.9995283338253086,,1.0400823770623662,0.0029462573685854476,,0.0,,,,,,0.47133397139627314
ULA,4,12000,60.0,8.927899735979736,1.2728028441071964,0.9995283338253087,,1.0441610608341967,0.0029462572013218002,,0.0,,,,,,0.47060078764141244
ULA,0,12800,64.0,9.525448389351368,1.273855078885446,0.9990283338253086,,1.040320141436029,0.006048066607549085,,0.0,,,,,,0.47068773917220674
ULA,1,12800,64.0,9.525448389351368,1.273000545239925,0.9975283338253087,,1.0398855570346792,0.01335451291887546,,0.0,,,,,,0.4706774256549767
ULA,2,12800,64.0,9.525448389351368,1.2685513216249973,0.9970283338253086,,1.0428227991364374,0.015554746979120293,,0.0,,,,,,0.46869227308023353
ULA,3,12800,64.0,9.525448389351368,1.2747641465072943,0.9995283338253086,,1.041956345984758,0.0029462573685854476,,0.0,,,,,,0.4711302412713044
ULA,4,12800,64.0,9.525448389351368,1.2712260259284969,0.9995283338253087,,1.0432381352628948,0.002945897677612219,,0.0,,,,,,0.4702981524361295
ULA,0,13600,68.0,10.121523811481893,1.2717409983952916,0.9990283338253086,,1.0400897462438292,0.006047704247870045,,0.0,,,,,,0.46999300212281886
ULA,1,13600,68.0,10.121523811481893,1.2715825986042992,0.9975283338253086,,1.0419130700568147,0.013354325549495671,,0.0,,,,,,0.46990701318822425
ULA,2,13600,68.0,10.121523811481893,1.2692447484934803,0.9970283338253086,,1.0361545301911006,0.01555479746559607,,0.0,,,,,,0.46915701400978277
ULA,3,13600,68.0,10.121523811481893,1.2722971191965278,0.9995283338253087,,1.041529874467986,0.002946060515377269,,0.0,,,,,,0.4705489543427962
ULA,4,13600,68.0,10.121523811481893,1.2730051453393703,0.9995283338253087,,1.0380620913885998,0.0029462491438754235,,0.0,,,,,,0.47056876020291105
ULA,0,14400,72.0,10.716702073812485,1.2735622218965295,0.9985283338253086,,1.0438592953048884,0.008650100319790188,,0.0,,,,,,0.4707208997136625
ULA,1,14400,72.0,10.716702073812485,1.2700903562599695,0.9975283338253086,,1.036357600109052,0.013354567641104986,,0.0,,,,,,0.46901428037589343
ULA,2,14400,72.0,10.716702073812485,1.2717827391003276,0.9970283338253086,,1.0324404610234168,0.015554504538829561,,0.0,,,,,,0.46991622782731374
ULA,3,14400,72.0,10.716702073812485,1.269120668870895,0.9990283338253088,,1.0429543315294585,0.006047497005339464,,0.0,,,,,,0.46942841301523913
ULA,4,14400,72.0,10.716702073812485,1.2716369338417752,0.9995283338253087,,1.0418254064148265,0.002945628509641196,,0.0,,,,,,0.47003352635755014
ULA,0,15200,76.0,11.311979315243661,1.2688243007384095,0.9985283338253086,,1.040399747060084,0.008649311515645297,,0.0,,,,,,0.46921668945747447
ULA,1,15200,76.0,11.311979315243661,1.273875328140566,0.9975283338253087,,1.0451962136419155,0.013354808375538596,,0.0,,,,,,0.47087762502765673
ULA,2,15200,76.0,11.311979315243661,1.2709357901286433,0.9970283338253088,,1.0367954241576351,0.015554972412986645,,0.0,,,,,,0.46973460932186845
ULA,3,15200,76.0,11.311979315243661,1.2725868008488912,0.9990283338253086,,1.0430588653907906,0.006048050711356279,,0.0,,,,,,0.4703919565266774
ULA,4,15200,76.0,11.311979315243661,1.272205173668553,0.9995283338253087,,1.0436454093637881,0.0029461463373380292,,0.0,,,,,,0.47036304640236465
ULA,0,16000,80.0,11.909382077865303,1.2721729987641444,0.9985283338253087,,1.0425954224126912,0.008650129650808247,,0.0,,,,,,0.47023968682699174
ULA,1,16000,80.0,11.909382077865303,1.2743471020714126,0.9975283338253087,,1.0444503312662683,0.013354808743249347,,0.0,,,,,,0.47070919713560605
ULA,2,16000,80.0,11.909382077865303,1.2705143325062866,0.9960283338253086,,1.037063727322978,0.019750177775963218,,0.0,,,,,,0.4691674344543702
ULA,3,16000,80.0,11.909382077865303,1.2714443631583003,0.9990283338253086,,1.0405774893092368,0.0060480799560407306,,0.0,,,,,,0.46984563789636224
ULA,4,16000,80.0,11.909382077865303,1.2728500537492593,0.9990283338253088,,1.04529952793275,0.006048102835432001,,0.0,,,,,,0.4704791790027122
ULA,0,16800,84.0,12.504738399758935,1.2734625850271273,0.9985283338253087,,1.0384795045979756,0.008650072617295668,,0.0,,,,,,0.47052177867839196
ULA,1,16800,84.0,12.504738399758935,1.2705128269810575,0.9975283338253087,,1.0426672180813434,0.01335461804063165,,0.0,,,,,,0.4695192920997777
ULA,2,16800,84.0,12.504738399758935,1.2694530201021932,0.9960283338253086,,1.0328716391077546,0.019750101140615928,,0.0,,,,,,0.4689627567757752
ULA,3,16800,84.0,12.504738399758935,1.2707211696120098,0.9990283338253088,,1.0409722014337075,0.006048015613993707,,0.0,,,,,,0.46991236125152286
ULA,4,16800,84.0,12.504738399758935,1.2745171466492962,0.9990283338253088,,1.043122637027606,0.006048102835432001,,0.0,,,,,,0.47131588913341954
ULA,0,17600,88.0,13.100033041089773,1.2690782831690026,0.9985283338253086,,1.037653964926216,0.008650065136005969,,0.0,,,,,,0.4692117425266401
ULA,1,17600,88.0,13.100033041089773,1.2738307911695108,0.9975283338253086,,1.0390138040015227,0.013354325549495671,,0.0,,,,,,0.47079743254357553
ULA,2,17600,88.0,13.100033041089773,1.272934357450016,0.9960283338253086,,1.0368580488721484,0.019750256650618914,,0.0,,,,,,0.4705910005737317
ULA,3,17600,88.0,13.100033041089773,1.2752905219561488,0.9990283338253086,,1.0429644059754057,0.006048050711356279,,0.0,,,,,,0.4715669243595742
ULA,4,17600,88.0,13.100033041089773,1.27315814359633,0.9990283338253088,,1.0415338862562602,0.006047975116226789,,0.0,,,,,,0.47089833925206204
ULA,0,18400,92.0,13.695371774025261,1.2726692923416965,0.9985283338253087,,1.035305160145882,0.008649978968008898,,0.0,,,,,,0.4705703717144741
ULA,1,18400,92.0,13.695371774025261,1.2696850754101316,0.9975283338253087,,1.0375068531245417,0.01335461804063165,,0.0,,,,,,0.4692128186280905
ULA,2,18400,92.0,13.695371774025261,1.2701055980053773,0.9960283338253086,,1.036726104789938,0.019750207539965814,,0.0,,,,,,0.4690809063843361
ULA,3,18400,92.0,13.695371774025261,1.2727725126610248,0.9990283338253086,,1.0390595198458765,0.006047929619102499,,0.0,,,,,,0.4705484376670156
ULA,4,18400,92.0,13.695371774025261,1.2721264504794636,0.9990283338253088,,1.0410925632189216,0.006047975116226789,,0.0,,,,,,0.470525792346305
ULA,0,19200,96.0,14.29140226636082,1.272933138343262,0.9985283338253086,,1.0451067820439877,0.00865011690421591,,0.0,,,,,,0.47022428231644614
ULA,1,19200,96.0,14.29140226636082,1.2686758214161555,0.9975283338253087,,1.038801556952553,0.013353948843963459,,0.0,,,,,,0.4690736691740967
ULA,2,19200,96.0,14.29140226636082,1.2717081828574046,0.9960283338253086,,1.044982940063589,0.019750247386327136,,0.0,,,,,,0.4698447279420614
ULA,3,19200,96.0,14.29140226636082,1.2696174494361063,0.9985283338253086,,1.0440983338165397,0.008649687346806711,,0.0,,,,,,0.46917325268048116
ULA,4,19200,96.0,14.29140226636082,1.2716627642184606,0.9990283338253086,,1.0405159391559413,0.006048050711356279,,0.0,,,,,,0.4699640502756623
ULA,0,20000,100.0,14.887461897917092,1.273585031301578,0.9985283338253086,,1.045166380137587,0.00865017702928439,,0.0,,,,,,0.47078113797218274
ULA,1,20000,100.0,14.887461897917092,1.270073698783827,0.9975283338253087,,1.0363459644463153,0.01335461804063165,,0.0,,,,,,0.469278368414458
ULA,2,20000,100.0,14.887461897917092,1.2694651960652337,0.9960283338253086,,1.0362388674323588,0.019750207539965814,,0.0,,,,,,0.4693217147221282
ULA,3,20000,100.0,14.887461897917092,1.2696433751666734,0.9985283338253086,,1.0405419879988094,0.008649618114330515,,0.0,,,,,,0.4694131559979746
ULA,4,20000,100.0,14.887461897917092,1.2743118873067385,0.9990283338253088,,1.0432742065663005,0.006048118765343058,,0.0,,,,,,0.4709997278846778
ULA,0,20800,104.0,15.483938880264759,1.2711533506021064,0.9985283338253086,,1.0378622003629376,0.008650024551730251,,0.0,,,,,,0.46966543078095535
ULA,1,20800,104.0,15.483938880264759,1.2691862610995444,0.9970283338253086,,1.0319965038944083,0.015554746979120293,,0.0,,,,,,0.4687598106413976
ULA,2,20800,104.0,15.483938880264759,1.2705919739862224,0.9960283338253086,,1.036873643495591,0.01975014215875548,,0.0,,,,,,0.4692516242314588
ULA,3,20800,104.0,15.483938880264759,1.2709660335071833,0.9985283338253086,,1.0397405279758483,0.008650168632516442,,0.0,,,,,,0.4693830088020102
ULA,4,20800,104.0,15.483938880264759,1.275578771731106,0.9990283338253086,,1.0452782007689845,0.0060480799560407306,,0.0,,,,,,0.4715630960140263
ULA,0,21600,108.0,16.079397312365472,1.2742756923759717,0.9985283338253087,,1.0422987223175195,0.008650129650808247,,0.0,,,,,,0.4712630866055015
ULA,1,21600,108.0,16.079397312365472,1.2707105724477075,0.9970283338253086,,1.0384828590326063,0.015554949188084644,,0.0,,,,,,0.46944690543772655
ULA,2,21600,108.0,16.079397312365472,1.2704737534241697,0.9960283338253086,,1.0358195677900364,0.019750177775963218,,0.0,,,,,,0.4693977705930071
ULA,3,21600,108.0,16.079397312365472,1.270180814589012,0.9985283338253086,,1.0361431675122528,0.008649928742115787,,0.0,,,,,,0.46953036399462894
ULA,4,21600,108.0,16.079397312365472,1.2714792885450923,0.9990283338253088,,1.0427873588894017,0.006047766521283471,,0.0,,,,,,0.4702318348638474
ULA,0,22400,112.0,16.673653684556484,1.2698525154534723,0.9985283338253086,,1.040972917702763,0.008650024551730251,,0.0,,,,,,0.46952965944749275
ULA,1,22400,112.0,16.673653684556484,1.272711425480677,0.9970283338253088,,1.0383448385363006,0.015554884153964887,,0.0,,,,,,0.470611500211562
ULA,2,22400,112.0,16.673653684556484,1.2676391726493776,0.9960283338253086,,1.036449765890176,0.01975000446195141,,0.0,,,,,,0.4683413065576201
ULA,3,22400,112.0,16.673653684556484,1.2698994199902658,0.9985283338253086,,1.0366734057747649,0.00864954574560095,,0.0,,,,,,0.46963997286126385
ULA,4,22400,112.0,16.673653684556484,1.2725004988495476,0.9990283338253088,,1.047772772009602,0.006048118765343058,,0.0,,,,,,0.4705385960329656
ULA,0,23200,116.0,17.26950621791184,1.2738800990364956,0.9985283338253087,,1.0391320496196286,0.008650177033904582,,0.0,,,,,,0.47106735101675457
ULA,1,23200,116.0,17.26950621791184,1.2701315039500174,0.9970283338253088,,1.040421690358714,0.015554969208449787,,0.0,,,,,,0.469558457681897
ULA,2,23200,116.0,17.26950621791184,1.2705308611398762,0.9960283338253086,,1.038537126800844,0.019750247386327136,,0.0,,,,,,0.46926828695944894
ULA,3,23200,116.0,17.26950621791184,1.2731986936429076,0.9980283338253086,,1.0421748841020075,0.011063685262576728,,0.0,,,,,,0.4707611900943028
ULA,4,23200,116.0,17.26950621791184,1.2729885719686325,0.9990283338253086,,1.0362628711870092,0.006047704247870045,,0.0,,,,,,0.47079779765431357
ULA,0,24000,120.0,17.86778527032584,1.2742204841537195,0.9985283338253086,,1.0447517734549405,0.008650168632516442,,0.0,,,,,,0.4710032010038435
ULA,1,24000,120.0,17.86778527032584,1.2695871606926394,0.9965283338253086,,1.0425511983086466,0.017682725004428024,,0.0,,,,,,0.4689201136444644
ULA,2,24000,120.0,17.86778527032584,1.2721422149681985,0.9960283338253086,,1.0425683859538577,0.019750256214765005,,0.0,,,,,,0.4698043737018243
ULA,3,24000,120.0,17.86778527032584,1.2740371926147978,0.9980283338253086,,1.0396516541094638,0.011063625481276373,,0.0,,,,,,0.4708802455585113
ULA,4,24000,120.0,17.86778527032584,1.2719255943717498,0.9990283338253088,,1.041423619886833,0.006047569286854126,,0.0,,,,,,0.46983745060710574
ULA,0,24800,124.0,18.462215562351048,1.2715737725722123,0.9985283338253087,,1.038750694015638,0.008649753249509562,,0.0,,,,,,0.46976868919102077
ULA,1,24800,124.0,18.462215562351048,1.2711527664140823,0.9965283338253087,,1.0383778505912127,0.01768268533134787,,0.0,,,,,,0.4693990411543657
ULA,2,24800,124.0,18.462215562351048,1.268639047370271,0.9950283338253088,,1.0379505603209804,0.023737078648548238,,0.0,,,,,,0.4687610697606509
ULA,3,24800,124.0,18.462215562351048,1.2713886144850408,0.9980283338253086,,1.0423174531672927,0.011063608207921405,,0.0,,,,,,0.4700309477119877
ULA,4,24800,124.0,18.462215562351048,1.2718591330600608,0.9990283338253088,,1.0403034441806522,0.006047975116226789,,0.0,,,,,,0.4702595928518937
ULA,0,25600,128.0,19.056977574713528,1.274765687523326,0.9985283338253086,,1.0412042598990152,0.008650148119516254,,0.0,,,,,,0.4714296173102915
ULA,1,25600,128.0,19.056977574713528,1.26819402307957,0.9960283338253086,,1.0366902673149336,0.01975014215875548,,0.0,,,,,,0.46878574224566466
ULA,2,25600,128.0,19.056977574713528,1.2699476105557885,0.9950283338253086,,1.0396286568973734,0.02373698162102489,,0.0,,,,,,0.4691727570930262
ULA,3,25600,128.0,19.056977574713528,1.274599293380227,0.9980283338253086,,1.0435482993635878,0.011063660677332665,,0.0,,,,,,0.4710684708208459
ULA,4,25600,128.0,19.056977574713528,1.2731765692631565,0.9990283338253086,,1.0365178571102769,0.0060480799560407306,,0.0,,,,,,0.47080280989807494
ULA,0,26400,132.0,19.649948036298156,1.271903099727072,0.9985283338253086,,1.0394861391690742,0.008650167748110449,,0.0,,,,,,0.4706270376181534
ULA,1,26400,132.0,19.649948036298156,1.268756455055194,0.9960283338253086,,1.0371835468282522,0.019750230938149094,,0.0,,,,,,0.4686123531312835
ULA,2,26400,132.0,19.649948036298156,1.2687510719302235,0.9950283338253088,,1.035158517949536,0.0237372257633095,,0.0,,,,,,0.4690832133140526
ULA,3,26400,132.0,19.649948036298156,1.2740464226938657,0.9980283338253086,,1.0405034311890278,0.011063608207921405,,0.0,,,,,,0.47092618319486784
ULA,4,26400,132.0,19.649948036298156,1.273440043833558,0.9990283338253086,,1.0396756218311747,0.006048126994673497,,0.0,,,,,,0.47071596044318587
ULA,0,27200,136.0,20.242352917790413,1.2715783326545078,0.9985283338253086,,1.0367147833939379,0.008650065136005969,,0.0,,,,,,0.47041923142711733
ULA,1,27200,136.0,20.242352917790413,1.2705259086003347,0.9960283338253086,,1.0374508454027715,0.019750101140615928,,0.0,,,,,,0.4694960742235632
ULA,2,27200,136.0,20.242352917790413,1.2695621955527505,0.9950283338253086,,1.0349388655629919,0.0237371855698576,,0.0,,,,,,0.4687736376296038
ULA,3,27200,136.0,20.242352917790413,1.2744728482729257,0.9980283338253086,,1.0448453383943144,0.011063608207921405,,0.0,,,,,,0.47106494606310234
ULA,4,27200,136.0,20.242352917790413,1.2705294899688075,0.9990283338253086,,1.0391716781423426,0.006048126994673497,,0.0,,,,,,0.4701718938907993
ULA,0,28000,140.0,20.83640142995864,1.272130627449911,0.9985283338253087,,1.0423530141469513,0.008649978968008898,,0.0,,,,,,0.4697932292035507
ULA,1,28000,140.0,20.83640142995864,1.2682664907334409,0.9955283338253087,,1.037352830293603,0.021766207930346892,,0.0,,,,,,0.46858183450949153
ULA,2,28000,140.0,20.83640142995864,1.2707668860110548,0.9950283338253086,,1.0381907014967109,0.02373698162102489,,0.0,,,,,,0.4691830166725188
ULA,3,28000,140.0,20.83640142995864,1.2687828955373772,0.9980283338253086,,1.0413670074145551,0.011063052764678005,,0.0,,,,,,0.46888193689357555
ULA,4,28000,140.0,20.83640142995864,1.27221875324436,0.9990283338253088,,1.034680887683249,0.006048015613993707,,0.0,,,,,,0.4706524087216082
ULA,0,28800,144.0,21.42965656146407,1.2697156597165105,0.9985283338253086,,1.0363135947662243,0.008649815609872213,,0.0,,,,,,0.4695553795471621
ULA,1,28800,144.0,21.42965656146407,1.2717100911772652,0.9955283338253087,,1.0411906628799363,0.021766207930346892,,0.0,,,,,,0.4695849564228415
ULA,2,28800,144.0,21.42965656146407,1.2699082094045477,0.9950283338253086,,1.0440771517709415,0.02373698162102489,,0.0,,,,,,0.46899943127723426
ULA,3,28800,144.0,21.42965656146407,1.2711135141889849,0.9980283338253086,,1.0373308402837804,0.011063436283684114,,0.0,,,,,,0.46986565614792525
